#languages that colexify these two concepts,concept1,concept2
21,TWIST (AROUND),SQUEEZE
21,SWEET,TASTY
21,SWAY,SWING (MOVEMENT)
21,STRAIGHT,SMOOTH
21,SPLIT,TEAR (SHRED)
21,SMELL (STINK),SNIFF
21,SEIZE,GET
21,SAND,SHORE
21,RED,YELLOW
21,PLANT (VEGETATION),TREE
21,PLAIN,FLAT
21,PENIS,TAIL
21,MESSAGE,NEWS
21,MANY,ENOUGH
21,LATE,BE LATE
21,KEEP,GUARD
21,HUSBAND,MALE (OF ANIMAL)
21,HARD,MIGHTY OR POWERFUL OR STRONG
21,GOOD,HEALTHY
21,FLOW,FLOAT
21,FLAT,STRAIGHT
21,FAN (OBJECT),FAN ACTION
21,FALL,DROP
21,DAUGHTER-IN-LAW (OF WOMAN),SON-IN-LAW (OF WOMAN)
21,DAUGHTER,WOMAN
21,DARKNESS,HIT
21,COUSIN,SISTER
21,CONDEMN,ADJUDICATE
21,CHICKEN,ROOSTER
21,BURNING,RIPEN
21,AUNT,UNCLE
21,ASK (REQUEST),PRAY
21,ADZE,BATTLE-AXE
20,YEAR,SUMMER
20,WING,FIN
20,WEAPONS,CANNON OR GUN
20,WAKE UP,WAKE UP (SOMEONE)
20,VOICE,THROAT
20,VOICE,SHOUT
20,TURN (SOMETHING),ROLL
20,TEACH,EXPLAIN
20,STICK,WOOD
20,SPIN,WEAVE
20,SPEAK,WORD
20,SOFT,WEAK
20,SOFT,SMOOTH
20,SMELL (STINK),STINKING
20,SMALL,CHILD
20,SKY,WEATHER
20,SIDE,BESIDE
20,SHINE,BRIGHT
20,SEED,STONE
20,ROUND,BALL
20,ROAD,MANNER
20,REMEMBER,THINK (REFLECT)
20,PILE UP,FOLD
20,PAIN,WOUND
20,PAIN,DISEASE
20,PADDLE,SPADE
20,NASAL MUCUS (SNOT),NOSE
20,NAME,EYE
20,MEAT,ANIMAL
20,LUNCH,DINNER (SUPPER)
20,LOW,SHALLOW
20,LET GO OR SET FREE,ALLOW OR PERMIT
20,KILL,SLAUGHTER
20,JOIN,CONNECT
20,HUSBAND,MALE
20,HAVE,HOLD
20,HAPPY,LIKE
20,HAND,FINGER
20,GRANDSON,NIECE
20,FUR,SKIN (HUMAN)
20,FLOCK (OF ANIMALS),SWARM (OF BIRDS)
20,FISH,MEAT
20,FATHER,FATHER'S BROTHER
20,FACE,FOREHEAD
20,EARTH (SOIL),CAMP
20,EARLY,FAST
20,DO OR MAKE,BEGET
20,CONDEMN,BLAME
20,CLEAN,CLEAR
20,CATTLE,BOVINE
20,BLUNT,BLIND
20,BIG,TALL
20,BIG,LOUD
20,ARM,LOWER ARM
20,ALWAYS,OFTEN
19,YOUR (PLURAL),YOU (OBLIQUE CASE OF YOU)
19,WRAP,FOLD
19,WIFE,FEMALE (OF ANIMAL)
19,WHAT,WHY
19,WE,EAT
19,UNTIE,LET GO OR SET FREE
19,UNDERSTAND,LISTEN
19,UNCLE,BROTHER
19,TREE,POST
19,THIN (SLIM),LEAN (MEAT)
19,TEACH,READ
19,SUCK,PULL
19,STRETCH,SPREAD OUT
19,SOUL,MIND
19,SINK (DESCEND),DROWNED
19,SING,SONG
19,SICK,DISEASE
19,SHELF,BOARD
19,SEED,HEAVY
19,SECOND,OTHER
19,POUND,CRUSH
19,PLAIN,VALLEY
19,PALM OF HAND,HAND
19,ONLY,ALONE
19,LOUD,MIGHTY OR POWERFUL OR STRONG
19,LOCK,LATCH
19,LEAD (GUIDE),DRIVE
19,LAST (FINAL),END (OF SPACE)
19,KNOW (SOMETHING),KNOW (SOMEBODY)
19,HE OR SHE OR IT,IT
19,HALF,CENTER OR MIDDLE
19,GRANDFATHER,OLD MAN
19,GRAIN,RICE
19,GIRL,CHILD (YOUNG HUMAN)
19,GET,CATCH
19,GARDEN-HOUSE,MEN'S HOUSE
19,FLOAT,ROW
19,FIREPLACE,OVEN
19,FAST,HURRY
19,EMERGE (APPEAR),VISIBLE
19,EDGE,MOUTH
19,EARLY,THREE
19,EAR,EARLOBE
19,DIVIDE,SPLIT
19,CUT (WITH KNIFE),CUT DOWN
19,CULTIVATE,SOW SEEDS
19,CRAB,SNAIL
19,COOK (SOMETHING),BURN
19,CONNECT,TIE UP (TETHER)
19,CARRY,CARRY UNDER ARM
19,BOAR,SOW (FEMALE PIG)
19,BE DEAD OR DIE,CORPSE
19,BAKE,FRY
19,BABY,BOY
19,ARRIVE,GET
19,ACORN,OAK
18,YAM,TARO
18,WORD,LETTER
18,WOMAN,MARRIED WOMAN
18,SIMILAR,SEEM
18,SILVER,COIN
18,SEEM,VISIBLE
18,SAUSAGE,INTESTINES
18,SAIL,SAILCLOTH
18,ROAD,STREET
18,RIPE,YELLOW
18,RELATIVES,CLAN
18,RAM,HE-GOAT
18,RABBIT,HARE
18,QUARREL,BATTLE
18,PUT,DO OR MAKE
18,PUSH,PRESS
18,POST,DOORPOST
18,PLOUGH,SOW SEEDS
18,PLACE (POSITION),CHAIR
18,PIECE,SLICE
18,PEOPLE,CITIZEN
18,ORDER,GOVERN
18,OLDER BROTHER,DIFFERENT-SEX OLDER SIBLING
18,MORTAR CRUSHER,MORTAR BINDER
18,MORE,CROWD
18,MAT,RUG
18,LIGHT (IGNITE),BURNING
18,LATE,SLOW
18,LAST (FINAL),END (OF TIME)
18,KEEP,DEFEND
18,ISLAND,WORLD
18,INSIDE,AT
18,I,ME
18,HORN (ANATOMY),CORNER
18,HE-GOAT,GOAT
18,GRIND,SQUEEZE
18,GRIEF,BAD LUCK
18,GRANDSON,GRANDCHILD
18,GIVE,PUT
18,FOREST,WOOD
18,FISHNET,FISH TRAP
18,FACE,CHEEK
18,EXPENSIVE,PRECIOUS
18,EDGE,BOUNDARY
18,EARTH (SOIL),PLACE (POSITION)
18,"DWELL (LIVE, RESIDE)",IN
18,DAY (NOT NIGHT),WEATHER
18,CUT,FELL (A TREE)
18,CROUCH,SIT
18,COLD,COLD (OF WEATHER)
18,CARRY,GET
18,BUTTOCKS,BOTTOM
18,BURY,HIDE (CONCEAL)
18,BOY,MALE PERSON
18,BORE,STAB TO DEATH
18,BOIL (SOMETHING),BOIL (OF LIQUID)
18,BOARD,TABLE
18,BLOOD,NIGHT
18,BITE,ITCHY
18,BITE,GNAW
18,BELT,STRAP
18,BELOW OR UNDER,DOWN
18,BEHIND,AFTERWARDS
18,BAT,FLYING FOX
18,BAKE,BOIL (SOMETHING)
18,BAG,POUCH
18,BACK,SPINE
18,ALCOHOL (FERMENTED DRINK),BEER
17,WOOD,TREE TRUNK
17,WOMAN,FEMALE PERSON
17,WING,ARM
17,WANT,LIKE
17,WAIST,CENTER OR MIDDLE
17,VILLAGE,HOUSE
17,UDDER,MILK
17,TWIST (AROUND),TURN AROUND
17,TIME,DAY (NOT NIGHT)
17,THUNDER,BOLT (OF LIGHTNING)
17,THERE,THITHER (THERE TO)
17,THEN,AT THAT TIME
17,SWING (MOVEMENT),SWING (SOMETHING)
17,SUN,GOD
17,SUMMIT,TIP (OF OBJECT)
17,STOOL,CHAIR
17,SPRING (OF WATER),WELL
17,SOUTH,MIDDAY
17,SON,MAN
17,SINK (DESCEND),CHOKE
17,SHADE,SOUL
17,SEED,EYE
17,SALTY,SOUR
17,RUG,BLANKET
17,ROOM,MEN'S HOUSE
17,RISE (MOVE UPWARDS),LIFT
17,READ,CALCULATE
17,PRICE,BRIDE PRICE
17,PENIS,EGG
17,PATERNAL AUNT (WIFE OF FATHER'S OLDER BROTHER),PATERNAL AUNT (WIFE OF FATHER'S YOUNGER BROTHER)
17,OX,COW
17,OAR,SPADE
17,NORTH,SOUTH
17,NECK,BETELNUT
17,MOTHER,MOTHER'S SISTER
17,MEDICINE,TREE
17,MARE,HORSE
17,LIGHT (RADIATION),FIRE
17,LEAF,LEAF (LEAFLIKE OBJECT)
17,LAZY,SLOTH
17,JUMP,DANCE
17,HIS OR HER,THEIR
17,HINDER,DISTURB
17,HEAD,HAIR
17,HAVE,KEEP
17,GUARD,HERD (SOMETHING)
17,GROUND,COUNTRY
17,GIVE,LEND
17,FOREST,TREE
17,FLY (INSECT),MOSQUITO
17,FEATHER,WOOL
17,FEATHER,PUBIC HAIR
17,FAST,SHARP
17,EXPENSIVE,HOLY
17,DRIP (EMIT LIQUID),FLOW
17,DEFEND,RESCUE
17,DEBT,OWE
17,CUT (WITH AXE),CUT (WITH SCISSORS)
17,CORRECT (RIGHT),YES
17,COME BACK,TURN AROUND
17,COME,COME BACK
17,CLIMB,RIDE
17,CIRCLE,BALL
17,CARRY IN HAND,CARRY UNDER ARM
17,BUILD,PRODUCE
17,BRING,TAKE
17,BORROW,ASK (REQUEST)
17,BOARD,WOOD
17,BIG,LONG
17,BEHIND,BACK
17,BARK,SCALE
17,ARMPIT,CROW
17,ANT,TERMITE
17,ANKLE,HEEL
17,ADOBE,HOUSE
16,WRITE,PAINTING
16,WOOD,POST
16,WIND,COMMON COLD (DISEASE)
16,WIDE,THICK
16,WHERE,WHITHER (WHERE TO)
16,WET,DAMP
16,WEAVE,BRAID
16,WEAK,LAZY
16,WALK,COME
16,TOBACCO,SMOKE (INHALE)
16,TIDE,LOW TIDE
16,THUNDER,THUNDER (VERB)
16,TAKE,TOOTH
16,STRANGER,GUEST
16,STEAL,HIDE (CONCEAL)
16,SOME,HOW MUCH
16,SKY,SUN
16,SEEM,EMERGE (APPEAR)
16,SEED,SOW SEEDS
16,SCRATCH,SCRAPE
16,SAY,DO OR MAKE
16,RUN,RUN AWAY
16,ROLL,WRAP
16,RIVER,CREEK (TIDAL)
16,RIDE,DRIVE
16,RICE PLANT,UNHUSKED RICE
16,RESEMBLE,MATCH
16,RAISE (A CHILD),CARE FOR
16,PULL,LEAD (GUIDE)
16,PRESERVE,PROTECT
16,POINT (WITH FINGER),PEAK
16,PLANTAIN,HAIR (BODY)
16,PADDLE,SHOVEL
16,OUR,YOUR (PLURAL)
16,MOVE,MIX
16,MOUTH,DOOR
16,MOTHER-IN-LAW (OF WOMAN),DAUGHTER-IN-LAW (OF WOMAN)
16,MONEY,IRON
16,MASTER,KING
16,MARRY,MARRIAGE OR WEDDING
16,MAKE DRY,WARM UP
16,LOUD,HARD
16,LIGHT (RADIATION),TORCH OR LAMP
16,KNOW (SOMETHING),BE ABLE
16,KNOCK,STRIKE (SOMEONE)
16,KEEP,OWN
16,INTESTINES,STOMACH
16,INSIDE,IN
16,IN FRONT OF,FACE
16,IF,WHEN
16,HUNT,LOOK FOR
16,HINDER OR PREVENT,DEFEND
16,HIGH,LOUD
16,HAIR (HEAD),PLANTAIN
16,HAIR (HEAD),HATCH (OUT)
16,GRIEF,ANXIETY
16,FUR,PLANTAIN
16,FORTRESS,TOWER
16,FAITHFUL,CERTAIN
16,EARTH (SOIL),MUD
16,EARTH (SOIL),FIELD
16,DOOR,GATE
16,DO,REPAIR
16,DEW,FOG
16,DESTROY,DAMAGE OR INJURE
16,DAUGHTER,NIECE
16,DAUGHTER,CHILD (DESCENDANT)
16,CUP,DISH
16,CULTIVATE,DIG
16,CRY,HOWL
16,COUNTRY,MAINLAND
16,COPPER,IRON
16,CHANGE,CHANGE (BECOME DIFFERENT)
16,CABBAGE,CAULIFLOWER
16,BOTTOM,DOWN OR BELOW
16,BECAUSE,PLANT STEM
16,BEAK,LIP
16,BARK,SKIN (HUMAN)
16,AUNT,SISTER
16,ANIMAL,FLESH OR MEAT
16,AFTERNOON,EVENING
16,ACCUSE,CONVICT
15,YOUNG MAN,YOUNG WOMAN
15,WORK (LABOUR),AFFAIR
15,WOOL,HAIR (BODY)
15,WOMAN,MOTHER
15,WHISPER,MUMBLE
15,WHEAT,BARLEY
15,WEEK,FRIDAY
15,WANT,ASK (REQUEST)
15,VINE,ROPE
15,UNCLE (HUSBAND OF FATHER'S SISTER),MATERNAL UNCLE (HUSBAND OF ONE'S MATERNAL AUNT)
15,TORTOISE,TURTLE
15,TORCH OR LAMP,CANDLE
15,TIE,KNIT
15,THIEF,STEAL
15,THEY,HE OR SHE
15,STUDY,ANNOUNCE
15,SPIRIT,BREATH
15,SPEECH,CONVERSATION
15,SON-IN-LAW (OF MAN),DAUGHTER-IN-LAW (OF WOMAN)
15,SMALL,ONE
15,SKY,DAY (NOT NIGHT)
15,SIDE,PART
15,SICKLE,WOOD
15,ROOT,TURNIP
15,RIVER,LAKE
15,RIVER,BELOW OR UNDER
15,RISE (MOVE UPWARDS),GROW
15,RAW,GREEN
15,PROUD,BOAST
15,PRISONER,PRISON
15,POT,JUG
15,PLACE (POSITION),COUNTRY
15,PATERNAL UNCLE (FATHER'S OLDER BROTHER),PATERNAL UNCLE (FATHER'S YOUNGER BROTHER)
15,PADDY FIELD,GARDEN
15,ONE,ALONE
15,NEW,HEART
15,NEAR,SHORT
15,MY,HIS OR HER
15,MY,HIS (GENITIVE OF HE)
15,MOTHER'S BROTHER,MOTHER'S SISTER
15,MATERNAL GRANDMOTHER,PATERNAL GRANDMOTHER
15,MANY,FULL
15,MAN,MARRIED MAN
15,LUNG,THIRSTY
15,LOCK,PADLOCK
15,LIFT,CARRY ON SHOULDER
15,LEAF,WRITE
15,LATE,AFTER
15,LATCH,DOORPOST
15,KNOCK,STRIKE (SOMETHING)
15,KNEAD,RUB
15,KING,QUEEN
15,INSIDE,BELOW OR UNDER
15,IMMEDIATELY,FAST
15,HUSBAND,MARRIED MAN
15,HOLD,EMBRACE
15,HEAD,END (OF SPACE)
15,HE OR SHE OR IT,THIS
15,HE OR SHE OR IT,THAT
15,HAIR,HAIR (BODY)
15,GUARD,PRESERVE
15,GRIEF,REGRET
15,GRANDMOTHER,MOTHER-IN-LAW (OF MAN)
15,GRAIN,RICE PLANT
15,GOAT,CAPRINE (GOAT OR SHEEP)
15,GIVE BACK,COME BACK
15,FOREST,GRASS
15,FOOT,FOOT OR LEG
15,FISHING LINE,THREAD
15,FIND,LOOK FOR
15,FIGHT,KILL
15,FEVER,FIRE
15,FATHER-IN-LAW (OF WOMAN),SON-IN-LAW (OF WOMAN)
15,FATHER'S SISTER,FATHER'S BROTHER
15,FALL,GO DOWN (DESCEND)
15,EGG,LAY EGGS
15,EDGE,CORNER
15,DRY,DRY UP
15,DRINK,SMOKE (INHALE)
15,DOG,JAGUAR
15,DO OR MAKE,WORK (LABOUR)
15,DO,WORK (ACTIVITY)
15,DISAPPEAR,GET LOST
15,DIG,SCRATCH
15,DIE,DEAD
15,COLD (OF WEATHER),FRESH
15,COLD,COMMON COLD (DISEASE)
15,CLEAN,GOOD
15,CHILD,SIBLING'S CHILD
15,CHICKEN,SPRINGTIME
15,CAVE,LAIR
15,CARRY UNDER ARM,CARRY ON HEAD
15,CARRY,CARRY PERSON ON BACK
15,BUILD,DO
15,BRAVE,MIGHTY OR POWERFUL OR STRONG
15,BLOW (OF WIND),FAN ACTION
15,BIRD,ANIMAL
15,BIG,FAT (ORGANIC SUBSTANCE)
15,ARMOUR,WEAPONS
15,AND,IF
15,AGAIN,AND
15,ADOBE,BRICK
15,ACQUIT,LET GO OR SET FREE
14,YAM,BELLY
14,WINE,BEER
14,WHERE,WHICH
14,WEEK,SUNDAY
14,WALK,DRIVE
14,VULVA,VAGINA
14,UNTIE,UNDRESS
14,TWIST (AROUND),BEND
14,THICK,FAT (FROM ANIMALS)
14,THATCH,SAGO PALM
14,THAT,IT
14,TEAR (SHRED),BREAK (OF ROPE)
14,TASTE (SOMETHING),TOUCH
14,STORY,FAIRY TALE
14,STONE,PANDANUS
14,STONE,MY
14,STAND,STAND UP
14,SQUEEZE,SIEVE OR STRAIN
14,SPOIL (SOMEBODY OR SOMETHING),DAMAGE
14,SMALL,THIN (OF SHAPE OF OBJECT)
14,SKY,GOD
14,SEPARATE,DIVORCE
14,SCABIES,RINGWORM
14,SAY,WORD
14,RULE,LEAD (GUIDE)
14,RULE,COMMAND
14,RAW,BE ALIVE OR LIFE
14,RAW,BE ALIVE
14,PUT ON,WEAR
14,PUT ON,DRESS UP
14,PUT ON,CLOTHES
14,PUNISHMENT,FINE (PENALTY)
14,PREPARE,REPAIR
14,POOR,BEGGAR
14,PLAY,DANCE
14,PLACE (POSITION),LAND
14,PATERNAL AUNT (WIFE OF FATHER'S OLDER BROTHER),MATERNAL AUNT
14,NOSE,GO DOWN (DESCEND)
14,MOTHER-IN-LAW (OF WOMAN),FATHER'S SISTER
14,MOTHER-IN-LAW (OF MAN),FATHER'S SISTER
14,MOTHER-IN-LAW (OF MAN),DAUGHTER-IN-LAW (OF MAN)
14,MOTHER,YOUR (SINGULAR)
14,MOON,NOON
14,MEDICINE,POISON
14,MATERNAL UNCLE (HUSBAND OF ONE'S MATERNAL AUNT),PATERNAL UNCLE (FATHER'S YOUNGER BROTHER)
14,MASTER,HUSBAND
14,MASTER,HEAD
14,MANY PIECES,MUCH
14,LOW,DOWN
14,LOCUST,GRASSHOPPER
14,LOAD,WEIGHT
14,LIFT,TAKE
14,LET GO OR SET FREE,DROP (SOMETHING)
14,KNOCK,BEAT
14,JUDGMENT,ADJUDICATE
14,HELP,RESCUE
14,HEEL,FOOT
14,HEAR,THINK
14,HEADGEAR,HEADBAND OR HEADDRESS
14,HAVE,RICH
14,HAVE,NOSE
14,HARD,STRONG
14,HARD,DRY
14,GRANDFATHER,FATHER-IN-LAW (OF WOMAN)
14,GRAIN,WHEAT
14,GIVE,DO OR MAKE
14,GET,EARN
14,GATHER,SWEEP
14,GARDEN-HOUSE,ADOBE
14,FOLLOW,HUNT
14,FLOW,WALK
14,FIRST,IN FRONT OF
14,FEEL,UNDERSTAND
14,FATHER-IN-LAW (OF MAN),SON-IN-LAW (OF WOMAN)
14,FATHER-IN-LAW (OF MAN),MOTHER-IN-LAW (OF MAN)
14,FATHER-IN-LAW (OF MAN),MOTHER'S BROTHER
14,FATHER'S SISTER,MOTHER'S BROTHER
14,FAT (ORGANIC SUBSTANCE),OINTMENT
14,FAR,THAT
14,EXPLAIN,SAY
14,END (OF SPACE),TIP (OF OBJECT)
14,EDGE,TOP
14,DISTURB,BOTHER (HARASS)
14,DIRTY,UGLY
14,DEEP,EARLY
14,DAUGHTER-IN-LAW (OF MAN),MOTHER-IN-LAW (OF WOMAN)
14,CUT,SLAUGHTER
14,COUNT,TELL
14,CLUB,TREE
14,CLOTHES,COAT
14,CLOTH,RAG
14,CLOAK,COAT
14,CLEAN,WHITE
14,CLAY,LAND
14,CIRCLE,RING
14,CHIMNEY,FIREPLACE
14,CENTIPEDE,SCORPION
14,CAVE,BITTER
14,CARRY ON SHOULDER,CARRY UNDER ARM
14,CARRY,BUY
14,CALF,LEG
14,BROTHER,OLDER SIBLING
14,BORE,HOLLOW OUT
14,BOOK,TRANSPORT
14,BIRD,TOOTH
14,BIRD,HERON
14,BELLY,GUTS
14,BELIEVE,OBEY
14,BECAUSE,IF
14,BE DEAD OR DIE,KILL
14,ARRIVE,APPROACH
14,AFFAIR,BUSINESS
13,YOUNGER SIBLING,YOUNGER SISTER (OF WOMAN)
13,YOUNGER BROTHER,YOUNGER SISTER (OF WOMAN)
13,YOU,US (OBLIQUE CASE OF WE)
13,WORK (LABOUR),PLANT (SOMETHING)
13,WING,WRITE
13,WHALE,SHARK
13,WEAK,TIRED
13,WE (INCLUSIVE),OUR
13,WASH,RINSE
13,WAIST,HIP
13,VEIN,TENDON
13,TURN (SOMETHING),TRANSLATE
13,TOWN,COUNTRY
13,TOWEL,RAG
13,TOP,UP
13,TOP,END (OF SPACE)
13,TOOTH,FRONT TOOTH (INCISOR)
13,TOBACCO,CIGARETTE
13,TIRED,FATIGUE
13,TABLE,CHAIR
13,STRAP,LEASH
13,STAB,POUND
13,SPEECH,PREACH
13,SON,YOUNG MAN
13,SON,NEPHEW
13,SMOOTH,CORRECT (RIGHT)
13,SLAVE,PRISONER
13,SING,READ
13,SIDE,MILK
13,SHELL,BARK
13,SEPARATE,SPLIT
13,SEND,SEW
13,SEED,TESTICLES
13,SEED,DAY (NOT NIGHT)
13,SCATTER (SEEDS),SPREAD OUT
13,SAY,LANGUAGE
13,ROUGH (OF SEA),ROUGH
13,ROLL,TURN AROUND
13,RISE (MOVE UPWARDS),STAND
13,RIPE,WHITE
13,RESCUE,PRESERVE
13,PLANT (VEGETATION),PLANT (SOMETHING)
13,PERSON,HUSBAND
13,PALM OF HAND,ARM OR HAND
13,PAINT (PIGMENTS),PAINTING
13,OLDER SISTER,YOUNGER SISTER
13,OLDER BROTHER,YOUNGER BROTHER
13,OFTEN,WATER
13,NOSE,CAPE
13,NEW,FRESH
13,NECK,BONE
13,NAME,EGG
13,MOUTH,FACE
13,MOUNTAIN OR HILL,TOP
13,MORNING,SEVEN
13,MONKEY,BABOON
13,MIND,THINK (REFLECT)
13,MELT,CHANGE (BECOME DIFFERENT)
13,MEASURE,TRY
13,LOUSE,WOMB
13,LOOK,OLD (USED)
13,LIFT,BUILD
13,LIE (MISLEAD),PERJURY
13,LAST (FINAL),BEHIND
13,IMITATE,TRY
13,HUNT,SHOOT
13,HOW,WHICH
13,HOUSE,FLY (MOVE THROUGH AIR)
13,HOT,HOT OR WARM
13,HOLD,PRESERVE
13,GROW,INCREASE
13,GROW,BE ALIVE
13,GRIND,SHARPEN (SOMETHING)
13,GRASS,THATCH
13,GRANDDAUGHTER,GRANDCHILD
13,GRAIN,FRUIT
13,GO UP (ASCEND),STAND UP
13,GO,RIDE
13,GIVE,DO
13,GET,PICK UP
13,GATHER,FOLD
13,FROST,ICE
13,FROST,COLD
13,FOOT,FOOTPRINT
13,FOOD,DINNER (SUPPER)
13,FOG,HARMATTAN
13,FLOW,GO
13,FISHING LINE,ROPE
13,FISHING LINE,FISHHOOK
13,FEEL,SMELL (PERCEIVE)
13,FEEL,LEARN
13,ENTER,SET (HEAVENLY BODIES)
13,EAT,THEE (OBLIQUE CASE OF YOU)
13,DRIVE,DRIVE (CATTLE)
13,DREAM (SOMETHING),SLEEP
13,DESTROY,BREAK (CLEAVE)
13,DAUGHTER-IN-LAW (OF MAN),FATHER-IN-LAW (OF WOMAN)
13,DARKNESS,BLACK
13,COTTON,THREAD
13,CLUB,WOOD
13,CERTAIN,CORRECT (RIGHT)
13,CAT,WILD CAT
13,CARRY,HOLD
13,BUSINESS,SHOP
13,BURY,PLANT (SOMETHING)
13,BROKEN,BREAK (DESTROY OR GET DESTROYED)
13,BRAID,SICKLE OR SCYTHE
13,BLUNT,DEAF
13,BLOOD,MEAT
13,BIG,GROW UP
13,BIG,FAT (OBESE)
13,BECAUSE,WHY
13,BEAD,IRON
13,BANYAN,FIG
13,BAG,SACK
13,AUNT,MOTHER
13,ASK (INQUIRE),LISTEN
12,YOUNGER BROTHER,SISTER
12,YELLOW,WHITE
12,WRIST,HAND
12,WORK (LABOUR),DO
12,WEAVE,TWIST
12,WEAVE,BUILD
12,WALK,RUN
12,VINE,GRAPE
12,TWIST (AROUND),WRAP
12,TWIST (AROUND),BRAID (VERB) OR WEAVE (BASKET)
12,TWIST,PLAIT OR BRAID OR WEAVE
12,TIE,ROPE
12,TIE,KNOT
12,THRESH,STRIKE OR BEAT
12,THOU,RED
12,THOU,EAT
12,THORN,BONE
12,THING,WHAT
12,THING,TOOL
12,TESTICLES,BREADFRUIT
12,TELL,ANNOUNCE
12,TAKE,YAM
12,TAKE,TRAP (CATCH)
12,TAKE,MOUTH
12,SUCK,SMOKE (INHALE)
12,STONE,HILL
12,SQUEEZE,STRAIN
12,SOUL,BREATH OR BREATHE
12,SON-IN-LAW (OF MAN),FATHER-IN-LAW (OF WOMAN)
12,SLEEP,OUR
12,SING,DANCE
12,SHOUT,CALL BY NAME
12,SHORE OF LAKE,FRINGE
12,SHOOT,PULL
12,SHELL,SKIN
12,SEND,WEAVE
12,SEED,BOW
12,SCOLD,CURSE
12,SCATTER (SEEDS),PLANT (SOMETHING)
12,RULE,OWN
12,ROW,OAR
12,ROOT,TREE STUMP
12,ROAD,FOOTPRINT
12,RIVER,SEA
12,RIVER,DRINK
12,RELATIVES,SIBLING
12,RELATIVES,BROTHER
12,REFUSE,FORBID
12,RAIN (RAINING),RAINING OR RAIN
12,RAIN (PRECIPITATION),RAIN (RAINING)
12,PRICE,WAGES
12,PREPARE,PRODUCE
12,POOR,DIFFICULT
12,POISON,FISH POISON
12,PICK UP,CHOOSE
12,PEEL,SCRAPE
12,PAY,BUY
12,PATERNAL UNCLE (FATHER'S OLDER BROTHER),MATERNAL UNCLE (HUSBAND OF ONE'S MATERNAL AUNT)
12,PALM OF HAND,SOLE (FOOT)
12,NEW,BURNING
12,NASAL MUCUS (SNOT),COMMON COLD (DISEASE)
12,NAME,ONE
12,NAME,EAR
12,MUD,SWAMP
12,MOUTH,YAM
12,MOTHER-IN-LAW (OF MAN),SON-IN-LAW (OF WOMAN)
12,MOTHER-IN-LAW (OF MAN),DAUGHTER-IN-LAW (OF WOMAN)
12,MISTAKE,MISS (A TARGET)
12,MIND,THOUGHT
12,MATERNAL GRANDFATHER,PATERNAL GRANDFATHER
12,MASTER,TEACHER
12,MANY,OFTEN
12,LOOK,PRESERVE
12,LINE,THREAD
12,LINE,ROPE
12,LINE,FURROW
12,LIGHT (RADIATION),DAWN
12,LET GO OR SET FREE,LIBERATE
12,LEAVE,DRIVE
12,LEAF,PAPER
12,KNOW (SOMETHING),RECOGNIZE (SOMEBODY)
12,HOW,WHERE
12,HOUSE,ROOF
12,HIGH,CAKE
12,HERE,HITHER (HERE TO)
12,HEAR,SMELL
12,HEAD,KING
12,GROUND,FLOOR
12,GROAN,SHRIEK
12,GO UP (ASCEND),RIDE
12,GO DOWN (DESCEND),LAND (DESCEND)
12,GIVE BIRTH,UNRIPE
12,GIRL,WOMAN
12,GET,OWN
12,FRUIT,MEAT
12,FOWL,ROOSTER
12,FOLK SONG,SONG
12,FIELD,PASTURE
12,FIELD,FURROW
12,FATHER-IN-LAW (OF MAN),GRANDFATHER
12,FAITHFUL,TRUE
12,EXPLAIN,TELL
12,END (OF SPACE),FRINGE
12,EARTHWORM,ROUNDWORM
12,DRY,LIVER
12,DOLPHIN,WHALE
12,DO,PRODUCE
12,DITCH,RIVER
12,DEAF,PULL
12,DAY AFTER TOMORROW,TWO
12,DARKNESS,THROW
12,DARKNESS,OBSCURE
12,CROOKED,WRONG
12,COVER,HIDE (CONCEAL)
12,CORPSE,BONE
12,COOK (SOMETHING),PRODUCE
12,COME BACK,RETURN HOME
12,COME,GET
12,CLOUD,STORM
12,CLOTH,DRESS
12,CLOAK,PONCHO
12,CEASE,BE LATE
12,CALM,QUIET
12,CALL,ASK (REQUEST)
12,BURN (SOMETHING),ARSON
12,BROTHER,YOUNGER SIBLING
12,BRIGHT,WHITE
12,BRIDGE,DAY (NOT NIGHT)
12,BREAK (CLEAVE),SNAPP (OF STICK)
12,BOUNDARY,END (OF SPACE)
12,BORROW,DEEP
12,BONE,SHIN
12,BODY,TREE TRUNK
12,BLUE,BLACK
12,BLOOD VESSEL,ROOT
12,BLOOD,LIVER
12,BLACK,GREEN
12,BIG,OLD
12,BELLY,INTESTINES
12,BELIEVE,LETTER
12,BECOME,RESULT IN
12,BEARD,MOUSTACHE
12,BEAK,TOOTH
12,BE BORN,BECOME
12,ASH,WHITE
12,ARM,UPPER ARM
12,ALWAYS,NEVER
12,ABOVE,UP
12,ABOVE,PEAK
11,YOUNGER SISTER,COUSIN
11,YOLK,YELLOW
11,WORK (LABOUR),BUSINESS
11,WHO,SLEEP
11,WEEK,SEVEN
11,WEATHER,WORLD
11,WE,YOU
11,WATER,LAKE
11,WANT,NEED (NOUN)
11,WALK,STEP (VERB)
11,WAIST,BACK
11,VULTURE,HAWK
11,VOMIT,TWO
11,VILLAGE,PEOPLE
11,VEGETABLES,DOG
11,US (OBLIQUE CASE OF WE),YOU (OBLIQUE CASE OF YOU)
11,UPPER ARM,LOWER ARM
